title,artist,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
In Da Club,50 Cent,0.899,0.713,6,-2.752,0.366,0.255,0.0,0.0708,0.777,90.051
Crank That (Soulja Boy),Soulja Boy,0.736,0.74,0,-2.18,0.0786,0.515,0.0,0.0468,0.803,140.141
Hey Ya!,Outkast,0.727,0.974,4,-2.261,0.0664,0.103,0.000532,0.174,0.965,79.526
Someone Like You,Adele,0.559,0.33,9,-8.251,0.0285,0.892,0.0,0.0975,0.285,135.109
Sexy And I Know It,Lmfao,0.707,0.861,7,-4.225,0.316,0.1,0.0,0.191,0.795,130.021
Radioactive,Imagine Dragons,0.448,0.784,9,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245
One Dance,"Drake, Wizkid, Kyla",0.792,0.625,1,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967
Shake It Off,Taylor Swift,0.647,0.8,7,-5.384,0.165,0.0647,0.0,0.334,0.942,160.078
Happier,Ed Sheeran,0.522,0.385,0,-7.355,0.0288,0.536,0.0,0.135,0.236,89.792
Happier,"Marshmello, Bastille",0.687,0.792,5,-2.749,0.0452,0.191,0.0,0.167,0.671,100.015
All Of Me,John Legend,0.422,0.264,8,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93
The Hills,The Weeknd,0.585,0.564,0,-7.063,0.0515,0.0671,0.0,0.135,0.137,113.003
Bleeding Love,Leona Lewis,0.638,0.656,5,-5.886,0.0357,0.188,0.0,0.146,0.225,104.036
No One,Alicia Keys,0.644,0.548,1,-5.416,0.0286,0.0209,8.68e-06,0.134,0.166,90.042
Down,"Jay Sean, Lil Wayne",0.657,0.695,2,-4.493,0.0321,0.0108,0.0,0.0822,0.683,65.997
Big Girls Don'T Cry (Personal),Fergie,0.708,0.641,7,-4.296,0.0335,0.205,0.0,0.0945,0.253,113.082
Fergalicious,"Fergie, Will.I.Am",0.906,0.584,8,-7.72,0.316,0.0576,0.0,0.128,0.831,129.055
That'S What I Like,Bruno Mars,0.853,0.56,1,-4.961,0.0406,0.013,0.0,0.0944,0.86,134.066
We Are Young (Feat. Janelle Monáe),"Fun., Janelle Monáe",0.378,0.638,10,-5.576,0.075,0.02,7.66e-05,0.0849,0.735,184.086
One More Night,Maroon 5,0.718,0.82,5,-3.453,0.0323,0.0444,0.0,0.0846,0.613,92.998
Thrift Shop (Feat. Wanz),"Macklemore & Ryan Lewis, Wanz",0.781,0.526,6,-6.985,0.293,0.0619,0.0,0.0457,0.662,94.992
Dark Horse,"Katy Perry, Juicy J",0.645,0.585,6,-6.122,0.0513,0.00314,0.0,0.165,0.353,131.931
See You Again (Feat. Charlie Puth),"Wiz Khalifa, Charlie Puth",0.689,0.481,10,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025
Rockstar (Feat. 21 Savage),"Post Malone, 21 Savage",0.585,0.52,5,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801
Dilemma,"Nelly, Kelly Rowland",0.727,0.552,2,-8.074,0.14,0.227,0.000164,0.198,0.607,168.189
Just The Way You Are,Bruno Mars,0.637,0.843,5,-5.413,0.0432,0.0151,0.0,0.0876,0.434,109.012
"Happy - From ""Despicable Me 2""",Pharrell Williams,0.647,0.822,5,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019
Moves Like Jagger,"Maroon 5, Christina Aguilera",0.72,0.751,11,-4.484,0.0462,0.0113,0.0,0.353,0.599,128.017
Royals,Lorde,0.674,0.428,7,-9.504,0.122,0.121,0.0,0.132,0.337,84.878
All About That Bass,Meghan Trainor,0.807,0.887,9,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.052
Burn,Ellie Goulding,0.559,0.777,1,-5.031,0.0432,0.31,0.0,0.105,0.329,87.016
Apologize - Remix,"Timbaland, Onerepublic",0.653,0.604,8,-6.017,0.0278,0.0292,0.0,0.097,0.101,118.016
Tik Tok,Kesha,0.755,0.837,2,-2.718,0.142,0.0991,0.0,0.289,0.714,120.028
Boom Boom Pow,Black Eyed Peas,0.867,0.857,9,-5.892,0.0663,0.13,0.00171,0.13,0.402,130.048
Perfect,Ed Sheeran,0.599,0.448,8,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05
Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",0.853,0.599,7,-4.756,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993
Call Me Maybe,Carly Rae Jepsen,0.783,0.58,7,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021
How You Remind Me,Nickelback,0.446,0.764,10,-5.042,0.033,0.00135,0.0,0.099,0.543,172.094
Without Me,Eminem,0.908,0.669,7,-2.827,0.0738,0.00286,0.0,0.237,0.662,112.238
Without Me,Halsey,0.752,0.488,6,-7.05,0.0705,0.297,9.11e-06,0.0936,0.533,136.041
Sunflower - Spider-Man: Into The Spider-Verse,"Post Malone, Swae Lee",0.76,0.479,2,-5.574,0.0466,0.556,0.0,0.0703,0.913,89.911
Rolling In The Deep,Adele,0.729,0.756,8,-5.119,0.0294,0.131,0.0,0.0527,0.522,104.945
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",0.653,0.816,2,-4.353,0.167,0.228,0.0,0.0967,0.816,178.085
Somebody That I Used To Know,"Gotye, Kimbra",0.864,0.495,0,-7.036,0.037,0.591,0.000133,0.0992,0.72,129.062
Low (Feat. T-Pain),"Flo Rida, T-Pain",0.918,0.609,10,-5.64,0.0791,0.0928,0.0,0.139,0.304,128.008
Old Town Road,Lil Nas X,0.907,0.53,1,-6.112,0.127,0.0578,2.23e-06,0.101,0.507,135.998
We Found Love,"Rihanna, Calvin Harris",0.735,0.766,1,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.985
Yeah! (Feat. Lil Jon & Ludacris),"Usher, Lil Jon, Ludacris",0.894,0.791,2,-4.699,0.112,0.0183,0.0,0.0388,0.583,105.018
Girls Like You,Maroon 5,0.611,0.462,0,-7.054,0.0646,0.558,1.01e-06,0.131,0.377,59.635
Closer,"The Chainsmokers, Halsey",0.748,0.524,8,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01
Shape Of You,Ed Sheeran,0.825,0.652,1,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977
I Gotta Feeling,Black Eyed Peas,0.743,0.766,0,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.96
Party Rock Anthem,"Lmfao, Lauren Bennett, Goonrock",0.751,0.736,5,-4.168,0.156,0.0206,0.0,0.265,0.352,130.014
Uptown Funk (Feat. Bruno Mars),"Mark Ronson, Bruno Mars",0.856,0.609,0,-7.223,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988
"Let Me Go (With Alesso, Florida Georgia Line & Watt)","Hailee Steinfeld, Alesso, Florida Georgia Line, Watt",0.664,0.708,8,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07
All The Stars (With Sza),"Kendrick Lamar, Sza",0.698,0.633,8,-4.946,0.0597,0.0605,0.000194,0.0926,0.552,96.924
Don'T Wanna Know,"Maroon 5, Kendrick Lamar",0.783,0.61,7,-6.124,0.0696,0.343,0.0,0.0983,0.418,100.047
In The End,Linkin Park,0.556,0.864,3,-5.87,0.0584,0.00958,0.0,0.209,0.4,105.143
Fuck Love (Feat. Trippie Redd),"Xxxtentacion, Trippie Redd",0.797,0.533,0,-9.74,0.0412,0.0172,0.000152,0.103,0.329,131.036
Fake Love,Drake,0.928,0.481,9,-9.35,0.287,0.105,0.0,0.176,0.613,134.007
Call On Me,Starley,0.791,0.654,0,-7.109,0.0417,0.126,0.0,0.0839,0.5,97.995
Redbone,Childish Gambino,0.743,0.347,1,-11.174,0.121,0.167,0.00951,0.103,0.572,160.143
"Sucker For Pain (With Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $Ign Feat. X Ambassadors)","Lil Wayne, Wiz Khalifa, Imagine Dragons, X Ambassadors, Logic, Ty Dolla $Ign",0.502,0.786,9,-4.378,0.317,0.255,0.0,0.65,0.739,169.021
White Iverson,Post Malone,0.675,0.562,7,-7.678,0.0352,0.233,0.0,0.0816,0.309,130.098
Pompeii,Bastille,0.679,0.715,9,-6.383,0.0407,0.0755,0.0,0.271,0.571,127.435
Be Alright,Dean Lewis,0.553,0.586,11,-6.319,0.0362,0.697,0.0,0.0813,0.443,126.684
Wild Thoughts (Feat. Rihanna & Bryson Tiller),"Dj Khaled, Rihanna, Bryson Tiller",0.671,0.672,0,-3.094,0.0688,0.0329,0.0,0.118,0.632,97.979
Middle,"Dj Snake, Bipolar Sunshine",0.583,0.695,9,-5.336,0.0423,0.0141,0.0,0.0527,0.224,104.879
Firestone,"Kygo, Conrad Sewell",0.704,0.634,11,-7.374,0.0428,0.393,3.17e-05,0.0952,0.411,113.927
Strip That Down,"Liam Payne, Quavo",0.874,0.497,6,-5.484,0.0562,0.22,0.0,0.0761,0.542,106.023
Roses,"The Chainsmokers, Rozes",0.713,0.802,4,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001
Pumped Up Kicks,Foster The People,0.733,0.71,5,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975
Titanium (Feat. Sia),"David Guetta, Sia",0.604,0.787,0,-3.674,0.103,0.0679,0.15,0.127,0.301,126.062
More Than You Know,Axwell /\ Ingrosso,0.646,0.741,5,-4.973,0.034,0.0275,0.0,0.312,0.571,123.077
Mercy,Shawn Mendes,0.555,0.662,11,-4.952,0.0827,0.125,0.0,0.111,0.356,148.128
Sorry Not Sorry,Demi Lovato,0.705,0.64,11,-6.928,0.225,0.0237,0.0,0.262,0.887,144.077
When The Party'S Over,Billie Eilish,0.367,0.111,4,-14.084,0.0972,0.978,3.97e-05,0.0897,0.198,82.642
Into You,Ariana Grande,0.623,0.734,9,-5.948,0.107,0.0162,1.75e-06,0.145,0.37,107.853
Earned It (Fifty Shades Of Grey),The Weeknd,0.659,0.291,2,-8.275,0.0348,0.405,0.0,0.0771,0.406,119.829
In My Mind,"Dynoro, Gigi D'Agostino",0.694,0.77,6,-5.335,0.149,0.176,1.1e-05,0.118,0.163,125.905
Feel It Still,Portugal. The Man,0.801,0.795,1,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028
Issues,Julia Michaels,0.728,0.415,8,-6.852,0.0639,0.401,0.0,0.0616,0.455,114.145
Dusk Till Dawn - Radio Edit,"Zayn, Sia",0.258,0.437,11,-6.593,0.039,0.101,1.27e-06,0.106,0.0967,180.043
Let You Down,Nf,0.662,0.714,5,-5.68,0.121,0.312,0.0,0.179,0.464,147.997
Fast Car,"Jonas Blue, Dakota",0.644,0.57,9,-6.994,0.052,0.484,0.0,0.299,0.527,113.945
Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),"Jason Derulo, Nicki Minaj, Ty Dolla $Ign",0.696,0.817,1,-3.862,0.109,0.075,0.0,0.187,0.782,98.064
Scared To Be Lonely,"Martin Garrix, Dua Lipa",0.584,0.54,1,-7.786,0.0576,0.0895,0.0,0.261,0.195,137.972
Paris,The Chainsmokers,0.646,0.644,2,-6.763,0.031,0.0243,0.0,0.0888,0.251,99.999
'Till I Collapse,"Eminem, Nate Dogg",0.548,0.847,1,-3.237,0.186,0.0622,0.0,0.0816,0.1,171.447
Pillowtalk,Zayn,0.584,0.7,11,-4.275,0.0456,0.117,0.0,0.0939,0.438,124.944
The Scientist,Coldplay,0.557,0.442,5,-7.224,0.0243,0.731,1.46e-05,0.11,0.213,146.277
Wolves,"Selena Gomez, Marshmello",0.724,0.804,11,-4.614,0.0448,0.124,0.0,0.204,0.306,124.987
24K Magic,Bruno Mars,0.818,0.803,1,-4.282,0.0797,0.034,0.0,0.153,0.632,106.97
Castle On The Hill,Ed Sheeran,0.461,0.834,2,-4.868,0.0989,0.0232,1.14e-05,0.14,0.471,135.007
Symphony (Feat. Zara Larsson),"Clean Bandit, Zara Larsson",0.707,0.629,0,-4.581,0.0563,0.259,1.6e-05,0.138,0.457,122.863
Mr. Brightside,The Killers,0.356,0.924,1,-3.74,0.0808,0.00101,0.0,0.0953,0.232,148.017
Where Are Ü Now (With Justin Bieber),"Jack Ü, Skrillex, Diplo, Justin Bieber",0.432,0.781,4,-4.038,0.0567,0.041,4.21e-06,0.0789,0.197,139.432
I'M Not The Only One,Sam Smith,0.677,0.485,5,-5.795,0.0361,0.529,2.04e-05,0.0766,0.493,82.001
Mask Off,Future,0.833,0.434,2,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062
Starving,"Hailee Steinfeld, Grey, Zedd",0.728,0.616,4,-4.238,0.0645,0.378,0.0,0.105,0.508,99.962
Stay,"Zedd, Alessia Cara",0.69,0.622,5,-5.025,0.0622,0.253,0.0,0.116,0.544,102.04
Lovely (With Khalid),"Billie Eilish, Khalid",0.351,0.296,4,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284
Wonderwall - Remastered,Oasis,0.378,0.896,2,-4.066,0.0407,0.000452,0.0,0.194,0.469,174.302
Location,Khalid,0.736,0.449,1,-11.462,0.425,0.33,0.000162,0.0898,0.326,80.126
Lush Life,Zara Larsson,0.694,0.712,7,-3.923,0.046,0.133,0.0,0.211,0.799,98.022
Goosebumps,Travis Scott,0.841,0.728,7,-3.37,0.0484,0.0847,0.0,0.149,0.43,130.049
Friends,"Marshmello, Anne-Marie",0.626,0.88,9,-2.384,0.0504,0.205,0.0,0.128,0.534,95.079
Young Dumb & Broke,Khalid,0.798,0.539,1,-6.351,0.0421,0.199,1.66e-05,0.165,0.394,136.949
"Me, Myself & I","G-Eazy, Bebe Rexha",0.756,0.674,0,-6.518,0.0959,0.0184,0.0,0.158,0.389,111.995
Youngblood,5 Seconds Of Summer,0.596,0.854,7,-5.114,0.463,0.0169,0.0,0.124,0.152,120.274
I Feel It Coming,"The Weeknd, Daft Punk",0.773,0.819,0,-5.946,0.118,0.428,0.0,0.0679,0.585,92.987
Silence,"Marshmello, Khalid",0.52,0.761,4,-3.093,0.0853,0.256,4.96e-06,0.17,0.286,141.971
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,0.262,0.606,8,-6.646,0.0484,0.247,0.0,0.125,0.275,189.857
I Don'T Care (With Justin Bieber),"Ed Sheeran, Justin Bieber",0.798,0.675,6,-5.041,0.0442,0.0912,0.0,0.0894,0.842,101.956
Cake By The Ocean,Dnce,0.774,0.753,4,-5.446,0.0517,0.152,0.0,0.0371,0.896,119.002
Light It Up - Remix,"Major Lazer, Nyla, Fuse Odg",0.747,0.877,9,-3.782,0.0664,0.0375,0.000833,0.233,0.752,107.991
"I Hate U, I Love U (Feat. Olivia O'Brien)","Gnash, Olivia O'Brien",0.492,0.275,6,-13.4,0.3,0.687,0.0,0.101,0.18,92.6
In The Name Of Love,"Martin Garrix, Bebe Rexha",0.501,0.519,4,-5.88,0.0409,0.109,0.0,0.454,0.168,133.99
Side To Side,"Ariana Grande, Nicki Minaj",0.65,0.736,6,-5.84,0.229,0.0528,0.0,0.235,0.613,159.173
There'S Nothing Holdin' Me Back,Shawn Mendes,0.866,0.813,11,-4.063,0.0554,0.38,0.0,0.0779,0.969,121.998
Riptide,Vance Joy,0.484,0.731,1,-6.694,0.0379,0.431,0.0,0.151,0.51,101.654
Eastside (With Halsey & Khalid),"Benny Blanco, Halsey, Khalid",0.56,0.68,6,-7.648,0.321,0.555,0.0,0.116,0.319,89.391
Idgaf,Dua Lipa,0.836,0.544,7,-5.975,0.0943,0.0403,0.0,0.0824,0.51,97.028
Ride,Twenty One Pilots,0.645,0.713,6,-5.355,0.0393,0.00835,0.0,0.113,0.566,74.989
Sicko Mode,Travis Scott,0.834,0.73,8,-3.714,0.222,0.00513,0.0,0.124,0.446,155.008
It Ain'T Me (With Selena Gomez),"Kygo, Selena Gomez",0.64,0.533,0,-6.596,0.0706,0.119,0.0,0.0864,0.515,99.968
One Kiss (With Dua Lipa),"Calvin Harris, Dua Lipa",0.791,0.862,9,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994
Chandelier,Sia,0.399,0.787,1,-2.88,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089
I Don’T Wanna Live Forever (Fifty Shades Darker),"Zayn, Taylor Swift",0.731,0.445,0,-8.418,0.0533,0.0586,1.96e-05,0.14,0.106,117.97
Rockabye (Feat. Sean Paul & Anne-Marie),"Clean Bandit, Sean Paul, Anne-Marie",0.72,0.763,9,-4.068,0.0523,0.406,0.0,0.18,0.742,101.965
I Fall Apart,Post Malone,0.556,0.538,8,-5.408,0.0382,0.0689,0.0,0.196,0.291,143.95
Attention,Charlie Puth,0.775,0.613,3,-4.586,0.0542,0.109,2.33e-05,0.134,0.797,100.066
Dance Monkey,Tones And I,0.824,0.588,6,-6.4,0.0924,0.692,0.000104,0.149,0.513,98.027
Shallow,"Lady Gaga, Bradley Cooper",0.572,0.385,7,-6.362,0.0308,0.371,0.0,0.231,0.323,95.799
Too Good At Goodbyes,Sam Smith,0.681,0.372,5,-8.237,0.0432,0.64,0.0,0.169,0.476,91.873
Stitches,Shawn Mendes,0.752,0.754,1,-6.684,0.0615,0.0151,0.0,0.0486,0.755,149.789
7 Years,Lukas Graham,0.765,0.473,10,-5.829,0.0514,0.287,0.0,0.391,0.34,119.992
Let Her Go,Passenger,0.479,0.545,7,-7.346,0.0688,0.365,0.0,0.0963,0.243,74.897
Cold Water,"Major Lazer, Justin Bieber, Mø",0.608,0.798,6,-5.092,0.0432,0.0736,0.0,0.156,0.501,92.943
Treat You Better,Shawn Mendes,0.444,0.819,10,-4.078,0.341,0.106,0.0,0.107,0.747,82.695
Unforgettable,"French Montana, Swae Lee",0.726,0.769,6,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985
Congratulations,"Post Malone, Quavo",0.63,0.804,6,-4.183,0.0363,0.215,0.0,0.253,0.492,123.146
Stressed Out,Twenty One Pilots,0.734,0.637,4,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977
Faded,Alan Walker,0.589,0.651,6,-5.097,0.0306,0.0291,3.2e-06,0.111,0.166,90.011
Sad!,Xxxtentacion,0.74,0.613,8,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023
Let Me Love You,"Dj Snake, Justin Bieber",0.649,0.716,8,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988
I Took A Pill In Ibiza - Seeb Remix,"Mike Posner, Seeb",0.664,0.714,7,-6.645,0.111,0.0353,8.42e-06,0.0843,0.71,101.969
Something Just Like This,"The Chainsmokers, Coldplay",0.617,0.635,11,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019
Starboy,"The Weeknd, Daft Punk",0.679,0.587,7,-7.015,0.276,0.141,6.35e-06,0.137,0.486,186.003
New Rules,Dua Lipa,0.762,0.7,9,-6.021,0.0694,0.00261,1.56e-05,0.153,0.608,116.073
Photograph,Ed Sheeran,0.614,0.379,4,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989
Lean On,"Major Lazer, Mø, Dj Snake",0.723,0.809,7,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007
Say You Won'T Let Go,James Arthur,0.358,0.557,10,-7.398,0.059,0.695,0.0,0.0902,0.494,85.043
Oops!...I Did It Again,Britney Spears,0.751,0.834,1,-5.444,0.0437,0.3,1.77e-05,0.355,0.894,95.053
Diamonds,Rihanna,0.564,0.71,11,-4.92,0.0461,0.00125,0.0,0.109,0.393,91.972
Glad You Came,The Wanted,0.722,0.851,7,-3.873,0.0639,0.0319,0.0,0.108,0.452,126.885
Die Young,Kesha,0.711,0.7,1,-4.805,0.046,0.00498,0.000125,0.215,0.801,128.001
Try,P!Nk,0.673,0.629,2,-7.072,0.0299,0.00141,0.0,0.0944,0.551,103.998
Last Friday Night (T.G.I.F.),Katy Perry,0.652,0.812,3,-3.797,0.0409,0.00125,3.01e-05,0.667,0.72,126.023
On The Floor - Radio Edit,"Jennifer Lopez, Pitbull",0.758,0.686,11,-6.346,0.0792,0.0848,0.00127,0.142,0.444,130.007
Dance Again,"Jennifer Lopez, Pitbull",0.792,0.856,11,-5.236,0.067,0.0159,2.88e-06,0.0981,0.714,127.988
Don'T Wake Me Up,Chris Brown,0.602,0.691,7,-5.197,0.051,0.0548,0.0,0.144,0.206,127.967
The Time (Dirty Bit),Black Eyed Peas,0.816,0.813,6,-7.798,0.0664,0.0662,2.77e-06,0.602,0.436,127.979
You Make Me Feel... (Feat. Sabi),"Cobra Starship, Sabi",0.668,0.857,7,-2.944,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959
Got 2 Luv U (Feat. Alexis Jordan),"Sean Paul, Alexis Jordan",0.605,0.793,7,-3.084,0.297,0.0825,0.0,0.124,0.647,184.032
Don’T Stop The Party,Black Eyed Peas,0.869,0.794,0,-6.191,0.0984,0.0303,3.81e-06,0.07,0.656,128.022
Alors On Danse,Stromae,0.791,0.59,1,-9.206,0.0793,0.0994,0.00203,0.065,0.714,119.951
Hips Don'T Lie (Feat. Wyclef Jean),"Shakira, Wyclef Jean",0.778,0.824,10,-5.892,0.0712,0.284,0.0,0.405,0.756,100.024
Pump It,Black Eyed Peas,0.649,0.931,1,-3.15,0.181,0.0093,0.0,0.751,0.744,153.645
Infinity 2008 - Greek Edition,Guru Josh Project,0.486,0.864,7,-6.009,0.0634,0.000299,0.00572,0.351,0.489,127.996
Not Afraid,Eminem,0.855,0.954,0,-1.19,0.264,0.529,0.0,0.205,0.668,114.635
A Year Without Rain,Selena Gomez & The Scene,0.627,0.81,2,-5.296,0.0431,0.0125,3.09e-05,0.111,0.409,119.98
The Climb,Miley Cyrus,0.336,0.602,4,-6.354,0.0325,0.0635,0.0,0.141,0.299,161.01
Hung Up,Madonna,0.649,0.647,9,-7.695,0.0452,0.0039,0.161,0.0686,0.405,125.02
Lucky,"Jason Mraz, Colbie Caillat",0.623,0.417,0,-8.699,0.0354,0.296,0.0,0.135,0.721,130.032
Stereo Love - Radio Edit,"Edward Maya, Vika Jigulina",0.775,0.726,9,-5.629,0.0369,0.0399,0.0235,0.11,0.206,126.999
We No Speak Americano (Jt Radio Edit),"Yolanda Be Cool, Dcup",0.901,0.805,6,-5.005,0.0464,0.0712,0.0812,0.0923,0.737,124.996
Now You'Re Gone (Feat. Dj Mental Theos Bazzheadz) - Radio Edit,"Basshunter, Dj Mental Theos Bazzheadz",0.432,0.959,7,-6.228,0.379,0.0266,0.0,0.101,0.275,139.846
All The Things She Said,T.A.T.U.,0.603,0.834,5,-5.766,0.0417,0.0411,0.00609,0.105,0.376,89.957
Stan,"Eminem, Dido",0.78,0.768,6,-4.325,0.238,0.0371,2.34e-06,0.518,0.507,80.063
Don'T Stop The Music,Rihanna,0.835,0.669,6,-5.582,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668
Dj Got Us Fallin' In Love (Feat. Pitbull),"Usher, Pitbull",0.663,0.861,7,-3.398,0.109,0.0338,0.0,0.082,0.654,119.963
Snow (Hey Oh),Red Hot Chili Peppers,0.427,0.9,11,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655
It Wasn'T Me,"Shaggy, Rik Rok",0.853,0.606,0,-4.596,0.0713,0.0561,0.0,0.313,0.654,94.759
I Want It That Way,Backstreet Boys,0.689,0.694,6,-5.83,0.027,0.257,0.0,0.148,0.482,99.039
Tuesday (Feat. Danelle Sandoval),"Burak Yeter, Danelle Sandoval",0.841,0.639,9,-6.052,0.0688,0.0156,0.0654,0.0545,0.675,99.002
Baby (Feat. Marina & Luis Fonsi),"Clean Bandit, Marina, Luis Fonsi",0.755,0.74,0,-5.354,0.04,0.356,1.05e-05,0.0994,0.33,116.946
Selfish Love (With Selena Gomez),"Dj Snake, Selena Gomez",0.723,0.646,5,-7.973,0.102,0.0206,0.352,0.0994,0.443,110.971
Sacrifice,Bebe Rexha,0.659,0.877,11,-5.089,0.0288,0.0878,0.0,0.094,0.471,119.992
Cover Me In Sunshine,"P!Nk, Willow Sage Hart",0.476,0.594,5,-6.879,0.135,0.0599,0.0,0.0785,0.314,159.702
Floating Through Space,"Sia, David Guetta",0.575,0.844,6,-4.89,0.072,0.00172,0.0,0.114,0.277,104.914
Minefields,"Faouzia, John Legend",0.476,0.686,1,-5.019,0.11,0.183,0.0,0.0997,0.243,152.617
Don'T Play,"Anne-Marie, Ksi, Digital Farm Animals",0.695,0.784,6,-6.564,0.0402,0.0889,0.0,0.0843,0.52,128.031
Chosen (Feat. Ty Dolla $Ign),"Blxst, Tyga, Ty Dolla $Ign",0.571,0.767,2,-5.16,0.287,0.336,0.0,0.0809,0.605,93.421
Fake A Smile,"Alan Walker, Salem Ilese",0.447,0.553,0,-4.817,0.0322,0.212,0.0,0.165,0.252,149.877
Indica,Alaina Castillo,0.616,0.729,7,-4.807,0.15,0.576,0.0,0.22,0.332,84.989
Deal With It (Feat. Kelis),"Ashnikko, Kelis",0.712,0.689,1,-5.286,0.128,0.141,0.0,0.657,0.49,82.98
What Other People Say,"Sam Fischer, Demi Lovato",0.652,0.472,7,-8.084,0.0399,0.158,0.0,0.121,0.24,126.904
Girls Like Us,Zoe Wees,0.444,0.648,1,-4.955,0.0476,0.288,0.0,0.059,0.171,125.706
Love Revolution,"Alwz Snny, Jennifer Chatham",0.501,0.668,11,-6.119,0.0423,0.0749,0.003,0.133,0.0959,139.95
Wasted,"Alwz Snny, Krysta Youngs",0.622,0.793,7,-6.403,0.045,0.19,0.0,0.362,0.508,127.981
Hey Boy,Sia,0.572,0.623,8,-4.828,0.176,0.0544,0.0,0.0865,0.594,185.812
Sleepwalking,Chiiild,0.712,0.71,11,-5.401,0.0267,0.0277,0.817,0.257,0.782,119.996
Treat People With Kindness,Harry Styles,0.653,0.869,5,-3.725,0.0382,0.128,2.2e-05,0.046,0.697,122.017
Overdrive,Conan Gray,0.568,0.788,5,-6.28,0.0377,0.0101,0.0,0.141,0.46,104.959
Girl Like Me,"Black Eyed Peas, Shakira",0.965,0.485,2,-8.784,0.191,0.0206,0.0237,0.0655,0.312,124.025
Positions,Ariana Grande,0.737,0.802,0,-4.771,0.0878,0.468,0.0,0.0931,0.682,144.015
Broken Melody,Alicya Manu,0.597,0.386,9,-8.73,0.0289,0.247,0.0163,0.16,0.237,74.011
Ice Cream (With Selena Gomez),"Blackpink, Selena Gomez",0.79,0.729,9,-3.843,0.334,0.0342,9.31e-05,0.0411,0.904,159.989
As Long As We'Re Together,Alwz Snny,0.522,0.695,9,-7.512,0.044,0.216,0.0,0.0795,0.516,127.95
Train Wreck,James Arthur,0.311,0.485,6,-5.726,0.0365,0.701,0.0,0.0726,0.225,77.355
Diamonds,Sam Smith,0.653,0.667,10,-6.764,0.0423,0.154,0.0,0.107,0.556,104.181
Fever,"Dua Lipa, Angèle",0.868,0.693,6,-7.052,0.181,0.0597,0.00399,0.106,0.396,114.999
Who'S Laughing Now,Ava Max,0.648,0.641,7,-5.521,0.0389,0.00565,3.63e-06,0.109,0.505,184.021
Jealous (Feat. Rico Nasty),"Mahalia, Rico Nasty",0.779,0.714,1,-6.707,0.0949,0.561,0.0129,0.112,0.481,89.973
Laugh Now Cry Later (Feat. Lil Durk),"Drake, Lil Durk",0.761,0.518,0,-8.871,0.134,0.244,3.47e-05,0.107,0.522,133.976
"Lemonade (Feat. Anuel Aa, Gunna, Don Toliver & Nav) - Latin Remix","Internet Money, Anuel Aa, Gunna, Don Toliver, Nav",0.795,0.631,1,-5.832,0.0825,0.294,0.0,0.111,0.502,139.975
Pov,Ariana Grande,0.487,0.534,0,-5.664,0.0555,0.36,0.0,0.1,0.173,131.798
Wonder,Shawn Mendes,0.333,0.637,1,-4.904,0.0581,0.131,1.8e-05,0.149,0.132,139.898
